Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types,Access Detail Code,Facility Type,EV Pricing,EV On-Site Renewable Source,Restricted Access
ELEC,Whole Foods Berkeley - Telegraph,3000 Telegraph Ave,,Berkeley,CA,94705,,877-455-3833,E,,Public,24 hours daily,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.8558,-122.26064,2/25/2023,228805,2023-02-25 22:57:00 UTC,,8/30/2017,CHADEMO J1772COMBO,,,,,
ELEC,BAYER STATION LOT AA 11,7th St. at Grayson St,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.855629,-122.293516,2/25/2023,253859,2023-02-25 23:40:56 UTC,,2/10/2023,J1772,,,,,
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,2,,,Non-Networked,,GPS,37.7136,-122.2087,1/10/2023,33695,2023-02-14 15:54:11 UTC,LG,12/20/2012,J1772,,AIRPORT,Free,,FALSE
ELEC,Oakland International Airport - Economy Lot,1 Airport Dr,Enter Economy Parking Lot; turn to left.  Section M-1.  Stations located near corner of John Glenn and Alan Shepard,Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,2,,1 SP Inductive,Non-Networked,,GPS,37.7153,-122.2145,1/10/2023,50736,2023-02-14 15:54:11 UTC,LG,12/20/2012,J1772,,AIRPORT,Free,,FALSE
ELEC,Lake Merritt Tower,155 Grand Ave,,Oakland,CA,94612,,,E,,Public,Restricted to garage hours; pay lot; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,4,2,,,Non-Networked,,200-9,37.810716,-122.263905,1/10/2023,61854,2023-02-14 15:54:11 UTC,P,2/1/2011,J1772 NEMA515,,PAY_GARAGE,Free; parking fee,,TRUE
ELEC,Holiday Inn Express Hotel & Suites Oakland-Airport - Tesla Destination,66 Airport Access Rd,,Oakland,CA,94603,,510-569-4400  877-798-3752,E,,Public,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.725841,-122.198335,10/6/2022,113179,2023-01-18 15:15:20 UTC,P,8/15/2018,J1772 TESLA,,HOTEL,Free,,
ELEC,Signature Flight Support OAK - Oakland Int'l Airport - Tesla Destination,8433 Earhart Rd,,Oakland,CA,94621,,510-633-1266  877-798-3752,E,,Public,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.730079,-122.213042,10/6/2022,113180,2023-01-18 15:15:20 UTC,P,7/11/2018,J1772 TESLA,,AIRPORT,Free,,
ELEC,Kaiser Oakland 3510 Broadway,3510 Broadway,,Oakland,CA,94611,,800-663-5633,E,,Public,,,14,,,SemaCharge Network,https://semaconnect.com/,GPS,37.822694,-122.25962,12/21/2022,148542,2022-12-21 23:00:36 UTC,,3/17/2016,J1772,,,$1.35/Hr Parking Fee,,
ELEC,Oakland Arena & RingCentral Coliseum,7000 Coliseum Way,,Oakland,CA,94621,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,2,,,Volta,https://voltacharging.com/,GPS,37.752065,-122.203197,2/26/2023,152863,2023-02-26 00:33:38 UTC,,1/20/2020,J1772,,,,,FALSE
ELEC,"Lucky 736 - Oakland, CA",247 East 18th Street,,Oakland,CA,94606,,833-632-2778,E,,Public,24 hours daily,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.79966,-122.25313,2/25/2023,154345,2023-02-25 23:46:36 UTC,,3/6/2020,CHADEMO J1772COMBO,,,,,
ELEC,Coliseum Center - Tesla Supercharger,640 Hegenberger Road,,Oakland,CA,94621,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,37.746162,-122.195179,10/3/2022,157976,2022-12-01 17:40:26 UTC,P,5/22/2020,TESLA,,SHOPPING_MALL,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,
ELEC,OAKSP SPRINGHILL 1,201 Hegenberger Rd,,Oakland,CA,94621,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.732015,-122.200353,2/25/2023,158681,2023-02-25 23:21:03 UTC,,6/12/2020,J1772,,,,,
ELEC,OAKLAND H-D DCFAST HOG,151 Hegenberger Rd,,Oakland,CA,94621,,888-758-4389,E,,Public,Tue 10:00am - 6:00pm; Wed 10:00am - 6:00pm; Thu 10:00am - 6:00pm; Fri 10:00am - 6:00pm; Sat 9:30am - 5:00pm; Sun 11:00am - 5:00pm,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.73081,-122.200066,2/25/2023,158963,2023-02-25 23:18:14 UTC,,6/12/2020,J1772COMBO,,,,,
ELEC,ALCO STATIONS ALCOBASE 4K2 01,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800788,-122.265041,2/25/2023,159299,2023-02-25 23:14:59 UTC,,6/12/2020,J1772,,,,,
ELEC,CITY OF OAKLAND PAB OPD2,501 6th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.799328,-122.275863,2/25/2023,159378,2023-02-25 23:14:13 UTC,,6/12/2020,J1772,,,,,
ELEC,CITY OF OAKLAND HOWE ST,4000 Howe St,,Oakland,CA,94611,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.82606,-122.253697,2/25/2023,159479,2023-02-25 23:13:24 UTC,,6/12/2020,J1772,,,,,
ELEC,CITY OF OAKLAND DIMOND 1,3408 Dimond Ave,,Oakland,CA,94602,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.799695,-122.217392,2/25/2023,159484,2023-02-25 23:13:21 UTC,,6/12/2020,J1772,,,,,
ELEC,EVSP WALGREENS STORE 15330 GW,5833 Foothill Blvd,,Oakland,CA,94605,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.771447,-122.191379,2/25/2023,159513,2023-02-25 23:13:07 UTC,,6/12/2020,J1772,,,,,
ELEC,ALCO STATIONS 8TH FLOOR 4K 04,1220 Jackson St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800591,-122.265232,2/25/2023,159678,2023-02-25 23:12:14 UTC,,6/12/2020,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 007,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800256,-122.277883,2/25/2023,159731,2023-02-25 23:11:42 UTC,,6/12/2020,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 003,585 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800244,-122.277644,2/25/2023,159758,2023-02-25 23:11:26 UTC,,6/12/2020,J1772,,,,,
ELEC,HOMEWOOD SUITES DC FAST OAKLAND,1103 Embarcadero,,Oakland,CA,94606,,888-758-4389,E,,Public,24 hours daily,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.788073,-122.252071,2/25/2023,160784,2023-02-25 23:04:50 UTC,,6/12/2020,J1772COMBO,,,,,
ELEC,EVSP WALGREENS STORE 10526,3250 Lakeshore Ave,,Oakland,CA,94610,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.809867,-122.244503,2/25/2023,160790,2023-02-25 23:04:50 UTC,,6/12/2020,J1772,,,,,
ELEC,55 HARRISON MARKET GARAGE,255 2nd St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.794095,-122.271843,2/25/2023,161090,2023-02-25 23:02:38 UTC,,6/12/2020,J1772,,,,,
ELEC,Best Western Plus - Bayside Hotel,1717 Embarcadero,,Oakland,CA,94606,,510-356-2450,E,,Public,24 hours daily; for customer use only,,2,,,Non-Networked,,GPS,37.785814,-122.246167,1/10/2023,165130,2023-02-14 15:54:11 UTC,P,8/3/2020,J1772,,HOTEL,,,TRUE
ELEC,Jack London Square Market Garage #4 - Tesla Supercharger,255 2nd Street,,Oakland,CA,94607,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,37.794181,-122.272388,10/3/2022,169536,2022-12-01 17:40:26 UTC,P,11/23/2020,TESLA,,TRAVEL_CENTER,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,
ELEC,OLD TOWN SQUARE STATION 95-96,562 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802139,-122.276066,2/25/2023,170619,2023-02-25 23:27:17 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 97-98,560 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802122,-122.275978,2/25/2023,170620,2023-02-25 23:27:17 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 89-90,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802251,-122.27597,2/25/2023,170621,2023-02-25 23:27:17 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 46-47,572 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802314,-122.276228,2/25/2023,170623,2023-02-25 23:27:15 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 42-43,592 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802337,-122.276432,2/25/2023,170624,2023-02-25 23:27:15 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 44-45,582 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802248,-122.276295,2/25/2023,170625,2023-02-25 23:27:15 UTC,,12/29/2020,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 93-94,568 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802195,-122.276108,2/25/2023,170970,2023-02-25 23:27:17 UTC,,1/7/2021,J1772,,,,,
ELEC,OAKSP SPRINGHILL 2,201 Hegenberger Rd,,Oakland,CA,94621,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.732048,-122.200379,2/25/2023,175859,2023-02-25 23:21:02 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4K 04,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.80048,-122.265159,2/25/2023,177013,2023-02-25 23:12:15 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 8TH FLOOR 4K 01,165 13th st,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800635,-122.265114,2/25/2023,177014,2023-02-25 23:12:15 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 8TH FLOOR 4K 05,165 13th st,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800567,-122.265304,2/25/2023,177015,2023-02-25 23:12:15 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4K 02,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800513,-122.265073,2/25/2023,177016,2023-02-25 23:12:14 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4K 01,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800536,-122.265044,2/25/2023,177017,2023-02-25 23:12:14 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4K 03,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800486,-122.26512,2/25/2023,177018,2023-02-25 23:12:08 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4K 05,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800472,-122.26521,2/25/2023,177019,2023-02-25 23:11:42 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4000 01,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800776,-122.264983,2/25/2023,177020,2023-02-25 23:09:08 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4000 02,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800742,-122.264976,2/25/2023,177021,2023-02-25 23:09:02 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 2ND FLR 4000 03,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800584,-122.265044,2/25/2023,177022,2023-02-25 23:09:02 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-2,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800719,-122.26509,2/25/2023,177024,2023-02-25 23:05:46 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-4,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800705,-122.265099,2/25/2023,177025,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-6,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800691,-122.265052,2/25/2023,177026,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-5,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800692,-122.265074,2/25/2023,177027,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-7,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.80069,-122.265027,2/25/2023,177028,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-3,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800708,-122.26513,2/25/2023,177029,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-8,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800698,-122.265005,2/25/2023,177030,2023-02-25 23:05:35 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE4000-1,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800791,-122.265105,2/25/2023,177031,2023-02-25 23:05:34 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE 4K 01,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800748,-122.265097,2/25/2023,177032,2023-02-25 23:11:41 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE 4K 02,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800733,-122.265047,2/25/2023,177033,2023-02-25 23:11:42 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS ALCOBASE 4K2 02,165 13th St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800803,-122.265017,2/25/2023,177034,2023-02-25 23:11:42 UTC,,1/27/2021,J1772,,,,,
ELEC,CITY OF OAKLAND PAB OPD3,501 6th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.799311,-122.275863,2/25/2023,177148,2023-02-25 23:14:13 UTC,,1/27/2021,J1772,,,,,
ELEC,CITY OF OAKLAND PAB OPD4,501 6th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.799319,-122.275884,2/25/2023,177149,2023-02-25 23:14:13 UTC,,1/27/2021,J1772,,,,,
ELEC,CITY OF OAKLAND PAB OPDGW,501 6th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.799328,-122.275852,2/25/2023,177150,2023-02-25 23:14:13 UTC,,1/27/2021,J1772,,,,,
ELEC,EVSP WALGREENS STORE 15330 2,5833 Foothill Blvd,,Oakland,CA,94605,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.771418,-122.191359,2/25/2023,177499,2023-02-25 23:13:04 UTC,,1/27/2021,J1772,,,,,
ELEC,EVSP WALGREENS STORE 15330 3,5833 Foothill Blvd,,Oakland,CA,94605,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.771466,-122.191358,2/25/2023,177500,2023-02-25 23:13:04 UTC,,1/27/2021,J1772,,,,,
ELEC,EVSP WALGREENS STORE 15330 1,5833 Foothill Blvd,,Oakland,CA,94605,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.771513,-122.191376,2/25/2023,177501,2023-02-25 23:13:03 UTC,,1/27/2021,J1772,,,,,
ELEC,ALCO STATIONS 8TH FLOOR 4K 02,1220 Jackson St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800631,-122.265143,2/25/2023,177795,2023-02-25 23:12:14 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 005,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.80024,-122.277788,2/25/2023,177860,2023-02-25 23:11:42 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 004,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800232,-122.277739,2/25/2023,177861,2023-02-25 23:11:42 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 008,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800285,-122.277927,2/25/2023,177862,2023-02-25 23:10:59 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 009,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800321,-122.277959,2/25/2023,177863,2023-02-25 23:10:51 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 006,551-599 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800251,-122.277841,2/25/2023,177864,2023-02-25 23:10:51 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 002,585 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800309,-122.277648,2/25/2023,177893,2023-02-25 23:10:59 UTC,,1/27/2021,J1772,,,,,
ELEC,ALAMEDA 7TH 4K 001,585 7th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.800313,-122.277713,2/25/2023,177894,2023-02-25 23:10:51 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 91-92,562 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802264,-122.275988,2/25/2023,182121,2023-02-25 23:27:17 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 69-70,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802378,-122.27586,2/25/2023,182122,2023-02-25 23:27:17 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 65-66,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802297,-122.275784,2/25/2023,182123,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 63-64,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802259,-122.27578,2/25/2023,182124,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 67-68,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802177,-122.275848,2/25/2023,182125,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 61-62,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802314,-122.275736,2/25/2023,182126,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 56,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802438,-122.275719,2/25/2023,182128,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 03,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802674,-122.276378,2/25/2023,182129,2023-02-25 23:27:11 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 01-02,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802628,-122.276404,2/25/2023,182130,2023-02-25 23:27:11 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 57-58,901 Clay St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802357,-122.275741,2/25/2023,182131,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 48-49,572 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802237,-122.276164,2/25/2023,182132,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,OLD TOWN SQUARE STATION 40-41,592 9th St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.802331,-122.276489,2/25/2023,182133,2023-02-25 23:27:15 UTC,,1/27/2021,J1772,,,,,
ELEC,DOUGLAS PARKING STATION 2,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806087,-122.267307,2/25/2023,186808,2023-02-25 23:25:54 UTC,,4/2/2021,J1772,,,,,
ELEC,DOUGLAS PARKING STATION 3,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806121,-122.267317,2/25/2023,186809,2023-02-25 23:25:55 UTC,,4/2/2021,J1772,,,,,
ELEC,DOUGLAS PARKING STATION 4,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806095,-122.26735,2/25/2023,186810,2023-02-25 23:25:55 UTC,,4/2/2021,J1772,,,,,
ELEC,DOUGLAS PARKING STATION 5,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806087,-122.267285,2/25/2023,186811,2023-02-25 23:25:55 UTC,,4/2/2021,J1772,,,,,
ELEC,DOUGLAS PARKING STATION 1,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806089,-122.267293,2/25/2023,186814,2023-02-25 23:27:37 UTC,,4/2/2021,J1772,,,,,
ELEC,PACIFIC CANNERY STATION 07-08,1195 Pine St,,Oakland,CA,94607,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.812468,-122.30058,2/25/2023,186819,2023-02-25 23:28:32 UTC,,4/2/2021,J1772,,,,,
